10:06:22.237 [main] INFO  c.c.d.patterns.creational.multiton.ConfigFileLimit [Log.java:37]  - 我是文件：1
10:06:22.243 [main] INFO  c.c.d.patterns.creational.multiton.ConfigFileLimit [Log.java:37]  - 我是文件：2
10:06:22.244 [main] INFO  c.c.d.p.creational.multiton.ConfigFileNoLimit [Log.java:37]  - 语言:en
国家：US
Code：en_US
10:06:22.245 [main] INFO  c.c.d.p.creational.multiton.ConfigFileNoLimit [Log.java:37]  - 语言:zh
国家：TW
Code：zh_TW
10:06:22.245 [main] INFO  c.c.d.p.creational.multiton.ConfigFileNoLimit [Log.java:37]  - 语言:zh
国家：HK
Code：zh_HK
11:20:20.993 [main] INFO  c.cottsoft.design.patterns.creational.key.KeyInfo [Log.java:37]  - UPDATE SYS_KEY_TABLE SET KEY_VAL=KEY_VAL+100 WHERE KEY_NAME='CUS'
SELECT KEY_VAL FROM SYS_KEY_TABLE WHERE KEY_NAME='CUS'
11:20:20.997 [main] INFO  c.c.d.p.creational.key.KeyGeneratorSingleton [Log.java:37]  - 重新生成新的KEY了。
11:20:20.997 [main] INFO  com.cottsoft.design.patterns.creational.key.Key [Log.java:37]  - 789
11:20:20.997 [main] INFO  c.c.d.p.creational.key.KeyGeneratorSingleton [Log.java:37]  - 从缓存中找到KEY了。
11:20:20.997 [main] INFO  com.cottsoft.design.patterns.creational.key.Key [Log.java:37]  - 790
11:20:20.998 [main] INFO  c.c.d.p.creational.key.KeyGeneratorSingleton [Log.java:37]  - 从缓存中找到KEY了。
11:20:20.998 [main] INFO  com.cottsoft.design.patterns.creational.key.Key [Log.java:37]  - 791
11:20:20.998 [main] INFO  c.c.d.p.creational.key.KeyGeneratorSingleton [Log.java:37]  - 从缓存中找到KEY了。
11:20:20.998 [main] INFO  com.cottsoft.design.patterns.creational.key.Key [Log.java:37]  - 792
11:20:20.999 [main] INFO  c.c.d.p.creational.key.KeyGeneratorSingleton [Log.java:37]  - 从缓存中找到KEY了。
11:20:20.999 [main] INFO  com.cottsoft.design.patterns.creational.key.Key [Log.java:37]  - 793
11:20:20.999 [main] INFO  c.c.d.p.creational.key.KeyGeneratorSingleton [Log.java:37]  - 从缓存中找到KEY了。
11:20:20.999 [main] INFO  com.cottsoft.design.patterns.creational.key.Key [Log.java:37]  - 794
11:20:21.000 [main] INFO  c.c.d.p.creational.key.KeyGeneratorSingleton [Log.java:37]  - 从缓存中找到KEY了。
11:20:21.000 [main] INFO  com.cottsoft.design.patterns.creational.key.Key [Log.java:37]  - 795
11:20:21.001 [main] INFO  c.c.d.p.creational.key.KeyGeneratorSingleton [Log.java:37]  - 从缓存中找到KEY了。
11:20:21.001 [main] INFO  com.cottsoft.design.patterns.creational.key.Key [Log.java:37]  - 796
11:20:21.001 [main] INFO  c.c.d.p.creational.key.KeyGeneratorSingleton [Log.java:37]  - 从缓存中找到KEY了。
11:20:21.001 [main] INFO  com.cottsoft.design.patterns.creational.key.Key [Log.java:37]  - 797
11:20:21.002 [main] INFO  c.c.d.p.creational.key.KeyGeneratorSingleton [Log.java:37]  - 从缓存中找到KEY了。
11:20:21.002 [main] INFO  com.cottsoft.design.patterns.creational.key.Key [Log.java:37]  - 798
11:20:21.002 [main] INFO  c.c.d.p.creational.key.KeyGeneratorSingleton [Log.java:37]  - 从缓存中找到KEY了。
11:20:21.003 [main] INFO  com.cottsoft.design.patterns.creational.key.Key [Log.java:37]  - 799
11:20:21.003 [main] INFO  c.c.d.p.creational.key.KeyGeneratorSingleton [Log.java:37]  - 从缓存中找到KEY了。
11:20:21.003 [main] INFO  com.cottsoft.design.patterns.creational.key.Key [Log.java:37]  - 800
11:20:21.003 [main] INFO  c.c.d.p.creational.key.KeyGeneratorSingleton [Log.java:37]  - 从缓存中找到KEY了。
11:20:21.004 [main] INFO  com.cottsoft.design.patterns.creational.key.Key [Log.java:37]  - 801
11:20:21.004 [main] INFO  c.c.d.p.creational.key.KeyGeneratorSingleton [Log.java:37]  - 从缓存中找到KEY了。
11:20:21.005 [main] INFO  com.cottsoft.design.patterns.creational.key.Key [Log.java:37]  - 802
11:20:21.005 [main] INFO  c.c.d.p.creational.key.KeyGeneratorSingleton [Log.java:37]  - 从缓存中找到KEY了。
11:20:21.006 [main] INFO  com.cottsoft.design.patterns.creational.key.Key [Log.java:37]  - 803
11:20:21.007 [main] INFO  c.c.d.p.creational.key.KeyGeneratorSingleton [Log.java:37]  - 从缓存中找到KEY了。
11:20:21.008 [main] INFO  com.cottsoft.design.patterns.creational.key.Key [Log.java:37]  - 804
11:20:21.008 [main] INFO  c.c.d.p.creational.key.KeyGeneratorSingleton [Log.java:37]  - 从缓存中找到KEY了。
11:20:21.009 [main] INFO  com.cottsoft.design.patterns.creational.key.Key [Log.java:37]  - 805
11:20:21.009 [main] INFO  c.c.d.p.creational.key.KeyGeneratorSingleton [Log.java:37]  - 从缓存中找到KEY了。
11:20:21.010 [main] INFO  com.cottsoft.design.patterns.creational.key.Key [Log.java:37]  - 806
11:20:21.010 [main] INFO  c.c.d.p.creational.key.KeyGeneratorSingleton [Log.java:37]  - 从缓存中找到KEY了。
11:20:21.010 [main] INFO  com.cottsoft.design.patterns.creational.key.Key [Log.java:37]  - 807
11:20:21.011 [main] INFO  c.c.d.p.creational.key.KeyGeneratorSingleton [Log.java:37]  - 从缓存中找到KEY了。
11:20:21.012 [main] INFO  com.cottsoft.design.patterns.creational.key.Key [Log.java:37]  - 808
11:20:21.012 [main] INFO  c.c.d.p.creational.key.KeyGeneratorSingleton [Log.java:37]  - 从缓存中找到KEY了。
11:20:21.013 [main] INFO  com.cottsoft.design.patterns.creational.key.Key [Log.java:37]  - 809
11:20:21.015 [main] INFO  c.c.d.p.creational.key.KeyGeneratorSingleton [Log.java:37]  - 从缓存中找到KEY了。
11:20:21.017 [main] INFO  com.cottsoft.design.patterns.creational.key.Key [Log.java:37]  - 810
11:20:21.017 [main] INFO  c.c.d.p.creational.key.KeyGeneratorSingleton [Log.java:37]  - 从缓存中找到KEY了。
11:20:21.018 [main] INFO  com.cottsoft.design.patterns.creational.key.Key [Log.java:37]  - 811
11:20:21.018 [main] INFO  c.c.d.p.creational.key.KeyGeneratorSingleton [Log.java:37]  - 从缓存中找到KEY了。
11:20:21.019 [main] INFO  com.cottsoft.design.patterns.creational.key.Key [Log.java:37]  - 812
11:20:21.020 [main] INFO  c.c.d.p.creational.key.KeyGeneratorSingleton [Log.java:37]  - 从缓存中找到KEY了。
11:20:21.020 [main] INFO  com.cottsoft.design.patterns.creational.key.Key [Log.java:37]  - 813
11:20:21.021 [main] INFO  c.c.d.p.creational.key.KeyGeneratorSingleton [Log.java:37]  - 从缓存中找到KEY了。
11:20:21.021 [main] INFO  com.cottsoft.design.patterns.creational.key.Key [Log.java:37]  - 814
11:20:21.021 [main] INFO  c.c.d.p.creational.key.KeyGeneratorSingleton [Log.java:37]  - 从缓存中找到KEY了。
11:20:21.021 [main] INFO  com.cottsoft.design.patterns.creational.key.Key [Log.java:37]  - 815
11:20:21.023 [main] INFO  c.c.d.p.creational.key.KeyGeneratorSingleton [Log.java:37]  - 从缓存中找到KEY了。
11:20:21.023 [main] INFO  com.cottsoft.design.patterns.creational.key.Key [Log.java:37]  - 816
11:20:21.023 [main] INFO  c.c.d.p.creational.key.KeyGeneratorSingleton [Log.java:37]  - 从缓存中找到KEY了。
11:20:21.024 [main] INFO  com.cottsoft.design.patterns.creational.key.Key [Log.java:37]  - 817
11:20:21.024 [main] INFO  c.c.d.p.creational.key.KeyGeneratorSingleton [Log.java:37]  - 从缓存中找到KEY了。
11:20:21.024 [main] INFO  com.cottsoft.design.patterns.creational.key.Key [Log.java:37]  - 818
11:20:21.024 [main] INFO  c.c.d.p.creational.key.KeyGeneratorSingleton [Log.java:37]  - 从缓存中找到KEY了。
11:20:21.025 [main] INFO  com.cottsoft.design.patterns.creational.key.Key [Log.java:37]  - 819
11:20:21.025 [main] INFO  c.c.d.p.creational.key.KeyGeneratorSingleton [Log.java:37]  - 从缓存中找到KEY了。
11:20:21.025 [main] INFO  com.cottsoft.design.patterns.creational.key.Key [Log.java:37]  - 820
11:20:21.025 [main] INFO  c.c.d.p.creational.key.KeyGeneratorSingleton [Log.java:37]  - 从缓存中找到KEY了。
11:20:21.026 [main] INFO  com.cottsoft.design.patterns.creational.key.Key [Log.java:37]  - 821
11:20:21.026 [main] INFO  c.c.d.p.creational.key.KeyGeneratorSingleton [Log.java:37]  - 从缓存中找到KEY了。
11:20:21.026 [main] INFO  com.cottsoft.design.patterns.creational.key.Key [Log.java:37]  - 822
11:20:21.026 [main] INFO  c.c.d.p.creational.key.KeyGeneratorSingleton [Log.java:37]  - 从缓存中找到KEY了。
11:20:21.027 [main] INFO  com.cottsoft.design.patterns.creational.key.Key [Log.java:37]  - 823
11:20:21.027 [main] INFO  c.c.d.p.creational.key.KeyGeneratorSingleton [Log.java:37]  - 从缓存中找到KEY了。
11:20:21.027 [main] INFO  com.cottsoft.design.patterns.creational.key.Key [Log.java:37]  - 824
11:20:21.027 [main] INFO  c.c.d.p.creational.key.KeyGeneratorSingleton [Log.java:37]  - 从缓存中找到KEY了。
11:20:21.028 [main] INFO  com.cottsoft.design.patterns.creational.key.Key [Log.java:37]  - 825
11:20:21.028 [main] INFO  c.c.d.p.creational.key.KeyGeneratorSingleton [Log.java:37]  - 从缓存中找到KEY了。
11:20:21.029 [main] INFO  com.cottsoft.design.patterns.creational.key.Key [Log.java:37]  - 826
11:20:21.029 [main] INFO  c.c.d.p.creational.key.KeyGeneratorSingleton [Log.java:37]  - 从缓存中找到KEY了。
11:20:21.029 [main] INFO  com.cottsoft.design.patterns.creational.key.Key [Log.java:37]  - 827
11:20:21.029 [main] INFO  c.c.d.p.creational.key.KeyGeneratorSingleton [Log.java:37]  - 从缓存中找到KEY了。
11:20:21.030 [main] INFO  com.cottsoft.design.patterns.creational.key.Key [Log.java:37]  - 828
11:20:21.030 [main] INFO  c.c.d.p.creational.key.KeyGeneratorSingleton [Log.java:37]  - 从缓存中找到KEY了。
11:20:21.030 [main] INFO  com.cottsoft.design.patterns.creational.key.Key [Log.java:37]  - 829
11:20:21.030 [main] INFO  c.c.d.p.creational.key.KeyGeneratorSingleton [Log.java:37]  - 从缓存中找到KEY了。
11:20:21.031 [main] INFO  com.cottsoft.design.patterns.creational.key.Key [Log.java:37]  - 830
11:20:21.031 [main] INFO  c.c.d.p.creational.key.KeyGeneratorSingleton [Log.java:37]  - 从缓存中找到KEY了。
11:20:21.031 [main] INFO  com.cottsoft.design.patterns.creational.key.Key [Log.java:37]  - 831
11:20:21.031 [main] INFO  c.c.d.p.creational.key.KeyGeneratorSingleton [Log.java:37]  - 从缓存中找到KEY了。
11:20:21.032 [main] INFO  com.cottsoft.design.patterns.creational.key.Key [Log.java:37]  - 832
11:20:21.032 [main] INFO  c.c.d.p.creational.key.KeyGeneratorSingleton [Log.java:37]  - 从缓存中找到KEY了。
11:20:21.032 [main] INFO  com.cottsoft.design.patterns.creational.key.Key [Log.java:37]  - 833
11:20:21.032 [main] INFO  c.c.d.p.creational.key.KeyGeneratorSingleton [Log.java:37]  - 从缓存中找到KEY了。
11:20:21.032 [main] INFO  com.cottsoft.design.patterns.creational.key.Key [Log.java:37]  - 834
11:20:21.032 [main] INFO  c.c.d.p.creational.key.KeyGeneratorSingleton [Log.java:37]  - 从缓存中找到KEY了。
11:20:21.033 [main] INFO  com.cottsoft.design.patterns.creational.key.Key [Log.java:37]  - 835
11:20:21.033 [main] INFO  c.c.d.p.creational.key.KeyGeneratorSingleton [Log.java:37]  - 从缓存中找到KEY了。
11:20:21.033 [main] INFO  com.cottsoft.design.patterns.creational.key.Key [Log.java:37]  - 836
